Tomato_ID,Tomato_position,Blue,Green,Yellow,Orange,Red,NIR,NDVI,GNDVI,RVI,Freshness_,Category
4827,6,44.96,49,55.49,53.48,68.75,370.43,0.6869,0.7664,5.3878,57.62,Fresh
4827,7,31.56,43.08,33.72,54.55,74.13,421.37,0.7008,0.8145,5.6846,60.89,Fresh
4827,8,28.32,39.97,35.97,62.82,80.15,348.92,0.6264,0.7944,4.3535,54.39,Fresh
4827,9,55.18,62.01,52.89,78.74,86.82,337.91,0.5912,0.6899,3.892,50.89,Fresh
4827,10,64.01,60.84,50.76,74.19,77.21,339.6,0.6295,0.6961,4.3986,52.62,Fresh
4828,1,41.64,48.85,41.18,66.51,85.28,328.41,0.5877,0.741,3.8512,51.33,Aging
4828,2,71.17,70.65,64.95,53.09,62.63,391.41,0.7241,0.6942,6.2499,59.38,Aging
4828,3,65.02,55.97,47.35,50.25,52.48,368.91,0.7509,0.7365,7.03,60.31,Aging
4828,4,42.87,45.02,42.26,53.97,60.37,443.14,0.7602,0.8155,7.3402,64.84,Aging
4828,5,45.03,52.25,48.69,51.62,66.91,355.32,0.6831,0.7436,5.3105,56.59,Aging
4828,6,40.6,41.72,38.34,44.99,50.57,410.75,0.7808,0.8156,8.1223,64.87,Aging
4828,7,34.86,48.91,47.64,47.27,60.54,368.55,0.7178,0.7657,6.0879,59.08,Aging
4828,8,55.94,53.04,53.49,69.13,69.57,341.25,0.6613,0.731,4.9055,54.52,Aging
4828,9,43.67,47.51,50.49,66.35,74.46,365.69,0.6617,0.77,4.9113,56.09,Aging
4828,10,54.73,52.96,44.47,61.23,65,380.8,0.7084,0.7558,5.8588,58.71,Aging
4829,1,23.47,25.08,21.51,83.45,125.3,126.22,0.0037,0.6685,1.0074,25.45,Spoiling
4829,2,18.21,12.94,12.71,117.65,145.32,91.74,-0.226,0.7528,0.6313,21.49,Spoiling
4829,3,19.56,32.99,25.21,118.53,136.84,139.76,0.0106,0.618,1.0214,24.17,Spoiling
4829,4,32.65,29.87,26.93,109.75,146.97,78.47,-0.3038,0.4486,0.5339,15.4,Spoiling
4829,5,11.45,13.16,14.15,106.5,147.06,104.9,-0.1674,0.7771,0.7133,22.81,Spoiling
4829,6,23.1,22.77,22.47,129.84,143.05,82.6,-0.2679,0.5677,0.5774,17.46,Spoiling
4829,7,25.01,30,37.78,129.59,141.45,108.4,-0.1323,0.5665,0.7663,19.02,Spoiling
4829,8,21.51,25.31,32.07,134.42,160.07,98,-0.2405,0.5895,0.6122,17.92,Spoiling
4829,9,22.52,20.1,22.55,108.12,132.07,89.32,-0.1931,0.6325,0.6763,19.97,Spoiling
4829,10,17.2,17.59,21.07,126.12,152.33,129.93,-0.0794,0.7615,0.8529,23.57,Spoiling
4830,1,26.03,26.57,30.09,114.14,137.34,193.94,0.1709,0.759,1.4122,32.47,Spoiling
4830,2,34.92,42.83,42.23,74.73,97.12,220.35,0.3882,0.6745,2.2689,39.54,Spoiling
4830,3,48.4,48.13,38.8,87.74,122.36,200.23,0.2414,0.6124,1.6364,33.14,Spoiling
4830,4,45.44,54.47,53.26,118.64,135.04,207.27,0.211,0.5838,1.5349,31.25,Spoiling
4830,5,37.38,44,39.84,96.25,108.72,190.43,0.2732,0.6246,1.7516,33.83,Spoiling
4830,6,33.91,27.91,26.9,49.87,63.48,173.88,0.4651,0.7234,2.7389,41.64,Spoiling
4830,7,30.2,28.5,44.56,88.02,121.05,221.58,0.2934,0.7721,1.8305,37.8,Spoiling
4830,8,28.47,35.2,40.61,112.91,121.73,145.46,0.0888,0.6103,1.195,26.61,Spoiling
4830,9,29.54,34.34,51.32,83.46,117.2,170.47,0.1852,0.6647,1.4546,31.58,Spoiling
4830,10,36.57,35.99,45.18,104.76,121.07,184.01,0.2063,0.6728,1.5198,32.18,Spoiling
4831,1,33.8,38.26,30.22,100.49,119.35,230.04,0.3168,0.7148,1.9274,37.61,Aging
4831,2,42.62,40.59,44.12,114.57,132.6,198.05,0.1979,0.6598,1.4936,31.84,Aging
4831,3,30.58,36.65,27.66,86.23,111.26,226.03,0.3403,0.7209,2.0315,38.66,Aging
4831,4,34.84,36.94,41.36,92.85,110.36,251.29,0.3897,0.7437,2.2771,41.21,Aging
4831,5,22.97,33.95,45.86,82.63,105.36,257.71,0.4196,0.7672,2.4459,42.97,Aging
4831,6,38.36,40.4,29.65,66.75,102.47,231.96,0.3872,0.7034,2.2636,40.51,Aging
4831,7,86.86,40.52,38.44,87.09,102.6,245.78,0.411,0.717,2.3955,41.45,Aging
4831,8,38.53,40.33,33.44,73.83,88.18,242.94,0.4674,0.7153,2.7549,43.46,Aging
4831,9,45.24,49.74,51.92,85.72,103.06,250.43,0.4169,0.6686,2.43,41.13,Aging
4831,10,25.27,36.52,39.38,77.26,92.31,209.72,0.3888,0.7034,2.272,39.59,Aging
4832,1,43.25,52.2,55.25,25.9,22.51,494.18,0.9129,0.8089,21.9574,81.82,Fresh
4832,2,42.24,52.21,60.55,43.58,60.63,375.89,0.7222,0.7561,6.1999,59.57,Fresh
4832,3,54.81,54.2,58.16,47.36,58.02,439.89,0.767,0.7806,7.5822,64.84,Fresh
4832,4,57.6,56.16,50.71,37.18,46.28,418.37,0.8008,0.7633,9.0404,66.03,Fresh
4832,5,50.64,57.86,56.42,71.74,65.72,422.89,0.731,0.7593,6.4347,61.38,Fresh
4832,6,68,74.67,57.72,56.53,52.67,404.63,0.7696,0.6884,7.6821,62.21,Fresh
4832,7,59.6,69.8,78.27,60.93,70.68,428.06,0.7166,0.7196,6.0565,60.69,Fresh
4832,8,46.43,49.21,44.26,48.31,71.3,403.49,0.6996,0.7826,5.6588,59.87,Fresh
4832,9,37.46,40.47,42.65,52.9,53.24,415.91,0.773,0.8227,7.8123,64.53,Fresh
4832,10,67.11,63.41,62.63,37.87,43.26,442.35,0.8218,0.7493,10.2263,68.43,Fresh
4833,1,37.72,43.21,43.26,84.75,108.56,294.48,0.4613,0.7441,2.7127,45.21,Aging
4833,2,61.92,67.07,58.01,68.26,86.24,462.82,0.6859,0.7468,5.3665,60.82,Aging
4833,3,60.83,50.78,37.09,65.62,78.12,333.45,0.6204,0.7357,4.2684,52.72,Aging
4833,4,25.11,41.1,38.6,71.66,70.84,353.82,0.6664,0.7919,4.9943,55.97,Aging
4833,5,50.75,50.37,53.95,64.46,81.69,290.42,0.5609,0.7044,3.5552,48.44,Aging
4833,6,52.39,51.89,50.81,67.45,95.89,168.35,0.2742,0.5288,1.7557,32.37,Aging
4833,7,48.48,55.98,45,86.15,89.53,285.56,0.5226,0.6722,3.1897,45.98,Aging
4833,8,42.54,51.8,48.86,75.43,92.22,323.88,0.5567,0.7242,3.5119,49.58,Aging
4833,9,27.86,33.03,34.55,82.2,90.37,283.79,0.5169,0.7915,3.1402,47.47,Aging
4833,10,51.81,45.61,26.9,85.95,91.46,293.02,0.5242,0.7306,3.2037,47.11,Aging
4834,1,44.63,51.74,46.19,65.52,90.61,295.11,0.5302,0.7016,3.2567,47.47,Spoiling
4834,2,25.41,31.71,17.61,93.96,109.16,243.24,0.3805,0.7693,2.2283,41.01,Spoiling
4834,3,26.76,37.22,40.27,113.93,137.91,231.13,0.2526,0.7226,1.676,35.39,Spoiling
4834,4,40.68,48.45,56.95,64.34,95.56,244.08,0.4373,0.6688,2.5543,42.07,Spoiling
4834,5,51.54,48.42,41.06,72.73,96.79,271.77,0.4748,0.6976,2.8078,44.5,Spoiling
4834,6,35.25,37.32,44.11,101.1,100.97,249.38,0.4236,0.7397,2.4698,41.99,Spoiling
4834,7,33.26,40.76,28.75,88.47,101.59,273.44,0.4582,0.7406,2.6917,44.25,Spoiling
4834,8,24.96,30.59,32.28,103.58,133.34,142.13,0.0319,0.6458,1.0659,25.65,Spoiling
4834,9,29.79,34.66,36.31,109.15,122.49,229.77,0.3045,0.7378,1.8758,37.36,Spoiling
4834,10,35.36,43.26,39.71,75.66,104.26,226.26,0.3691,0.679,2.1702,39.18,Spoiling
4835,1,55.08,58.09,54.31,73.51,73.27,427.66,0.7075,0.7608,5.8369,60.4,Fresh
4835,2,52.31,60.82,62.42,40.86,41.84,430.7,0.8229,0.7525,10.2927,67.96,Fresh
4835,3,57.18,65.76,60.17,49.47,61.13,423.26,0.7476,0.7311,6.9243,62.45,Fresh
4835,4,63.97,57.08,62.85,33.22,54.74,414.61,0.7667,0.758,7.5745,63.8,Fresh
4835,5,41.21,47.8,46.7,46.42,50.69,382.59,0.766,0.7779,7.5473,62.31,Fresh
4835,6,51.58,62.96,59.38,68.34,72.69,428.93,0.7102,0.744,5.901,60.52,Fresh
4835,7,41.91,45.62,44.18,56.06,61.65,379.96,0.7208,0.7856,6.1635,59.75,Fresh
4835,8,50.33,60.58,48.82,69.88,65.13,421.8,0.7325,0.7488,6.4759,61.33,Fresh
4835,9,64.41,66.89,61.68,68.26,86.05,451.9,0.6801,0.7421,5.2512,60.05,Fresh
4835,10,52.96,50.48,48.06,18.15,36.24,471.27,0.8572,0.8065,13.0048,73.95,Fresh
4836,1,28.24,35.6,31.25,92.82,113.8,227.43,0.333,0.7293,1.9984,38.44,Spoiling
4836,2,36.88,36.21,36.31,80.74,98.05,226.15,0.3951,0.724,2.3064,40.56,Spoiling
4836,3,37.53,32.87,30.28,85.2,119.99,151.6,0.1164,0.6437,1.2634,28.73,Spoiling
4836,4,36.61,38.85,47.04,89.39,105.1,242.06,0.3945,0.7234,2.3031,40.85,Spoiling
4836,5,37.02,32.55,40.9,99.83,118.18,194.56,0.2442,0.7133,1.6463,34.36,Spoiling
4836,6,41.62,46.52,34.28,103.31,132.25,279.59,0.3578,0.7147,2.1141,40.38,Spoiling
4836,7,30.2,39.66,33.12,104.02,112.97,195.95,0.2686,0.6633,1.7346,34.27,Spoiling
4836,8,27.7,38.13,29.48,113.03,134.12,138.83,0.0173,0.5691,1.0352,23.67,Spoiling
4836,9,24.99,38,40.32,99.14,114.5,183.11,0.2305,0.6563,1.5992,32.76,Spoiling
4836,10,32.13,44.76,45.83,104.66,124.66,243.14,0.3221,0.6891,1.9504,37.69,Spoiling
4837,1,54.24,57.21,43.77,46.79,51.42,381.89,0.7627,0.7394,7.4275,61.62,Fresh
4837,2,40.83,49.44,57.38,58.92,66.36,327.98,0.6635,0.738,4.9428,54.39,Fresh
4837,3,44.54,55.85,51.92,46.15,49.78,415.34,0.7859,0.7629,8.3427,64.73,Fresh
4837,4,45.75,52.55,56.73,62.12,74.28,365.39,0.6621,0.7485,4.9191,55.93,Fresh
4837,5,54.22,51.45,31.86,64.58,80.87,373.72,0.6442,0.758,4.6214,55.58,Fresh
4837,6,43.54,48.22,39.88,45.43,62.45,399.38,0.7296,0.7845,6.3955,61.22,Fresh
4837,7,52.33,61.57,66.04,70.9,89.72,421.52,0.649,0.7451,4.6983,57.41,Fresh
4837,8,30.02,33.21,30.05,59.23,66.31,379.97,0.7028,0.8392,5.7301,59.51,Fresh
4837,9,55.1,54.01,54.33,56.13,61.02,383.35,0.7253,0.753,6.282,59.71,Fresh
4837,10,53.08,54.85,60.26,57.55,65.71,396.46,0.7156,0.7569,6.0336,59.81,Fresh
4838,1,46.08,48.7,42.09,50.79,29.71,479.17,0.8832,0.8155,16.1259,76.8,Fresh
4838,2,55.99,55.4,52.43,59.25,65.24,484.25,0.7625,0.7947,7.4223,66.35,Fresh
4838,3,65.91,68.26,49.38,37.95,47.55,473.02,0.8173,0.7478,9.9473,69.45,Fresh
4838,4,61.18,54.32,39.72,42.65,57.63,392.51,0.7439,0.7568,6.8105,61.39,Fresh
4838,5,46.02,54.46,50.03,24.79,43.2,380.26,0.796,0.7495,8.8023,64.15,Fresh
4838,6,56.84,57.22,48.7,47.77,48.38,473.59,0.8146,0.7844,9.7885,69.42,Fresh
4838,7,52.22,57.48,52.3,40.88,41.81,426.37,0.8214,0.7624,10.1969,67.76,Fresh
4838,8,48,56.67,49.65,26.87,28.12,439.87,0.8798,0.7717,15.6421,74.62,Fresh
4838,9,52.2,63.41,50.88,60.47,61.55,454.57,0.7615,0.7552,7.386,64.58,Fresh
4838,10,61.74,71.42,70.89,36.46,36.56,463.65,0.8538,0.733,12.6816,72.07,Fresh
4839,1,58.94,63.51,69.66,51.71,54.22,464.09,0.7908,0.7593,8.5596,67,Fresh
4839,2,56.63,60.83,59.15,37.83,51.16,460.05,0.7999,0.7664,8.993,67.82,Fresh
4839,3,40.77,57.18,52.71,42.14,52.91,416.1,0.7744,0.7584,7.8637,64.11,Fresh
4839,4,56.64,62.67,71.19,44.59,38,429.87,0.8376,0.7455,11.3115,68.96,Fresh
4839,5,77.19,79.51,80.01,25.3,26.08,524.55,0.9053,0.7367,20.1116,82.31,Fresh
4839,6,52.97,60.5,58.72,41.72,41.1,508.22,0.8504,0.7872,12.3645,74.17,Fresh
4839,7,42.98,55.02,49.08,46.88,54.94,485.02,0.7965,0.7962,8.8281,68.79,Fresh
4839,8,62.58,66.62,70.8,53.48,60.59,449.43,0.7624,0.7418,7.4173,64.42,Fresh
4839,9,60.73,58.1,50.21,18.29,36.92,531.5,0.8701,0.8029,14.3957,78.05,Fresh
4839,10,69.95,58.53,52.23,4.11,18.51,493.98,0.9278,0.7881,26.684,82.52,Fresh
4840,1,62.8,70.43,60.31,66.56,70.08,410.36,0.7083,0.707,5.8554,59.27,Fresh
4840,2,50.76,49.25,44.16,53.12,71.9,453.8,0.7265,0.8042,6.3114,63.38,Fresh
4840,3,60.45,63.54,60.83,52.27,60.57,457.83,0.7663,0.7563,7.5582,65.19,Fresh
4840,4,31.41,44.04,30.15,44.56,44.65,414.08,0.8053,0.8077,9.2736,66.5,Fresh
4840,5,41.1,60.85,54.33,42.35,46.88,443.33,0.8087,0.7586,9.4574,67.51,Fresh
4840,6,61.54,70.12,62.56,53.64,57.55,461.23,0.7781,0.7361,8.0146,65.8,Fresh
4840,7,66.24,63.06,58.92,38.67,47.27,431.5,0.8025,0.745,9.1284,66.49,Fresh
4840,8,54.25,51.82,47.62,54.9,78.86,397.93,0.6692,0.7696,5.0458,57.98,Fresh
4840,9,49.95,54.84,49.12,41.27,43.21,450.8,0.8251,0.7831,10.4321,69.35,Fresh
4840,10,60.74,60.17,54.25,71.29,65.81,414.7,0.7261,0.7466,6.3011,60.65,Fresh
4841,1,35.29,40.59,44.08,81.54,116.07,150.93,0.1306,0.5761,1.3003,28.12,Spoiling
4841,2,15.32,14.74,18.67,116.83,157.02,105.64,-0.1956,0.755,0.6727,21.8,Spoiling
4841,3,19.17,16.42,18.64,96,133.8,79.86,-0.2524,0.659,0.5969,20.12,Spoiling
4841,4,34.87,29.87,35.2,154.02,180.91,155.15,-0.0767,0.6771,0.8576,21.68,Spoiling
4841,5,46.33,43.23,36.31,130.26,147.27,114.3,-0.1261,0.4512,0.7761,17.15,Spoiling
4841,6,18.3,18.66,9.09,126.07,170.16,114.13,-0.1971,0.719,0.6707,20.85,Spoiling
4841,7,31.96,42.71,45.31,111.42,135.76,99.01,-0.1565,0.3973,0.7293,16.23,Spoiling
4841,8,23.08,30.89,34.28,109.04,134.15,133.16,-0.0037,0.6234,0.9926,23.96,Spoiling
4841,9,37.23,33.92,31.34,103.95,116.29,139.25,0.0899,0.6083,1.1975,26.69,Spoiling
4841,10,48.49,45.36,51.8,93.52,131.66,166.13,0.1158,0.5711,1.2618,27.66,Spoiling
4842,1,50.36,57.31,54.53,92.65,100.89,317.19,0.5174,0.6939,3.1438,47.12,Aging
4842,2,44.17,49.43,49.8,66.01,81.09,301.32,0.5759,0.7181,3.7158,49.55,Aging
4842,3,33.27,41.25,50.09,80.58,82.15,356.32,0.6253,0.7925,4.3375,54.2,Aging
4842,4,36.35,43.78,44.41,74.97,78.88,311.31,0.5957,0.7534,3.9467,50.93,Aging
4842,5,39.87,41.6,31.93,108.44,97.67,289.36,0.4953,0.7486,2.9627,45.71,Aging
4842,6,44.9,40.81,66.05,77.95,111.43,278.45,0.4284,0.7443,2.499,43.72,Aging
4842,7,56.6,52.69,46.51,71.53,84.66,274.21,0.5282,0.6777,3.2388,46.14,Aging
4842,8,41.16,55.09,50.56,88.15,111.28,206.04,0.2986,0.5781,1.8515,34.56,Aging
4842,9,15.52,27.63,28.13,49.63,52.67,182,0.5511,0.7364,3.4558,44.79,Aging
4842,10,42.76,49.51,53.51,114.12,102.84,220.29,0.3635,0.633,2.1421,37.24,Aging
4843,1,69.31,62.04,71.62,56.9,55.03,453.94,0.7838,0.7595,8.2488,66,Fresh
4843,2,45.4,57.12,51.74,49.67,45.86,445.71,0.8134,0.7728,9.7199,67.94,Fresh
4843,3,46.52,50.05,52.31,16.47,24.38,482.77,0.9039,0.8121,19.801,81.14,Fresh
4843,4,74.75,69.64,68.53,28.96,31.15,461.95,0.8737,0.738,14.8292,74.43,Fresh
4843,5,74.74,68.81,69.09,36.94,26.43,501.97,0.9,0.7589,18.9943,80.27,Fresh
4843,6,60.13,72.78,58.81,45.54,46.74,450.84,0.8121,0.722,9.6465,67.63,Fresh
4843,7,46.51,47.26,46.65,50.96,47.16,460.21,0.8141,0.8137,9.7594,69.05,Fresh
4843,8,44.56,54.85,57.33,39.78,39.32,490.81,0.8516,0.799,12.481,73.68,Fresh
4843,9,65.14,62.95,49.86,64.96,64.49,479.32,0.7628,0.7678,7.432,65.75,Fresh
4843,10,59.24,62.64,55.07,48.71,62.09,465.38,0.7646,0.7627,7.4947,65.57,Fresh
4844,1,40.7,45.68,45.45,89.79,109.57,266.75,0.4177,0.7076,2.4345,42.17,Aging
4844,2,25.79,33.51,34.6,91.76,109.4,238.06,0.3703,0.7532,2.1761,40.34,Aging
4844,3,54.41,52.12,57.4,58.78,81.28,284.1,0.5551,0.6899,3.4953,47.92,Aging
4844,4,48.48,56.41,50.13,85.55,102.76,257.83,0.43,0.641,2.509,41.43,Aging
4844,5,23.99,38.87,36.73,99.33,111.45,214.75,0.3167,0.6935,1.9269,36.86,Aging
4844,6,29.35,33.9,37.8,103.38,103.46,281.39,0.4623,0.7849,2.7198,44.95,Aging
4844,7,29.06,47.43,46.24,104.19,115.08,273.16,0.4072,0.7041,2.3737,41.66,Aging
4844,8,40.03,28.4,32.65,89.86,107.54,260.21,0.4151,0.8032,2.4197,43.27,Aging
4844,9,23.99,35.07,37.13,95.21,103.38,260.12,0.4312,0.7624,2.5161,43.07,Aging
4844,10,48.42,53.6,47.19,103.97,124.82,247.62,0.3297,0.6441,1.9838,37.45,Aging
4845,1,40.72,50.52,42.12,65.41,74.05,368.23,0.6652,0.7587,4.9728,56.22,Fresh
4845,2,44.27,53.5,40.35,57.38,60.46,383.78,0.7278,0.7553,6.3473,59.84,Fresh
4845,3,64.25,59.09,64.23,36.28,43.54,447.72,0.8227,0.7668,10.2831,68.97,Fresh
4845,4,45.36,51.19,40.16,40.48,49.04,428.96,0.7948,0.7868,8.7466,66.29,Fresh
4845,5,40.83,37.45,33.37,48.82,45.42,262.71,0.7052,0.7505,5.7844,53.84,Fresh
4845,6,58.93,57.78,45.9,59.17,68.23,366.48,0.6861,0.7276,5.3713,56.81,Fresh
4845,7,40.2,42.1,40.2,79.51,79.87,356.03,0.6335,0.7885,4.4574,54.49,Fresh
4845,8,54.21,59.04,57,49.9,63.92,366.99,0.7033,0.7229,5.7412,57.76,Fresh
4845,9,48.12,53.04,53.69,40.76,60.79,396.5,0.7341,0.764,6.5226,61.19,Fresh
4845,10,50.22,60.95,62.7,71.86,73.4,369.78,0.6687,0.717,5.0376,55.78,Fresh
4846,1,54.12,61.54,74.67,56.52,67.39,480.29,0.7539,0.7728,7.1271,65.53,Fresh
4846,2,70.34,70.78,61.17,58.37,70.68,442.77,0.7247,0.7244,6.2645,61.83,Fresh
4846,3,58.13,66.95,66.98,51.23,70.35,431.98,0.7199,0.7316,6.1403,61.38,Fresh
4846,4,29.35,42.75,50.46,61.23,45.53,472.42,0.8242,0.834,10.3761,70.33,Fresh
4846,5,71.27,76.87,72.65,35.05,39.49,461.53,0.8424,0.7145,11.6871,70.72,Fresh
4846,6,60.26,61.28,55.26,39.24,48.96,437.39,0.7987,0.7542,8.934,66.58,Fresh
4846,7,43.9,53.78,45.58,44.04,60.26,413.31,0.7455,0.7697,6.8584,62.47,Fresh
4846,8,57.82,50.02,54.74,54.25,58.55,420.31,0.7555,0.7873,7.1787,63.28,Fresh
4846,9,51.51,56.14,55,52.21,54.03,440.98,0.7817,0.7741,8.1618,65.57,Fresh
4846,10,46.78,54.68,50.44,58.41,61.47,499.65,0.7809,0.8027,8.1281,68.21,Fresh
4847,1,58.44,60.41,61.46,56.87,61.59,389.11,0.7267,0.7312,6.3179,59.74,Fresh
4847,2,57.07,53.6,55.15,56.94,75.03,430.43,0.7031,0.7785,5.7368,60.9,Fresh
4847,3,50.41,54.47,61.73,56.53,58.67,396.43,0.7422,0.7584,6.7569,61.16,Fresh
4847,4,36.26,44.91,42.25,58.63,56.83,462.49,0.7811,0.823,8.1381,66.86,Fresh
4847,5,36.54,37.68,31.37,57.22,69.32,371.02,0.6852,0.8156,5.3522,58.11,Fresh
4847,6,42.48,54.87,48.62,53.45,58.95,440.62,0.764,0.7785,7.4742,64.53,Fresh
4847,7,44.27,57.07,50.78,57.19,63.14,413.9,0.7353,0.7577,6.5557,61.53,Fresh
4847,8,51.18,54.97,59.66,48.34,64.31,436.1,0.743,0.7761,6.7811,63.28,Fresh
4847,9,51.25,53.28,49.99,43.46,57.23,424.46,0.7624,0.7769,7.4165,63.96,Fresh
4847,10,65.55,67.6,73.54,35.92,64.17,550.62,0.7913,0.7813,8.5812,71.39,Fresh
4848,1,38.65,37.6,38.22,93.67,114.47,191.99,0.253,0.6725,1.6772,34.06,Aging
4848,2,32.72,31.09,22.41,83.74,109.64,225.4,0.3455,0.7576,2.0557,39.42,Aging
4848,3,27.97,33.06,32.04,81.74,115.32,169.16,0.1892,0.6731,1.4668,31.84,Aging
4848,4,41.84,35.24,34.16,97.02,116.33,213.57,0.2948,0.7167,1.8359,36.56,Aging
4848,5,52.79,63.96,62.12,103.04,130.32,227.44,0.2715,0.561,1.7453,33.79,Aging
4848,6,49.49,36.22,26.21,95.03,121.44,185.82,0.2095,0.6738,1.5301,32.57,Aging
4848,7,39.19,34.29,39.62,82.15,120.2,125.29,0.0207,0.5703,1.0423,24.3,Aging
4848,8,33.37,34.01,31.22,98.16,96.97,200.23,0.3475,0.7096,2.0649,37.65,Aging
4848,9,26.34,42.9,36.57,95.24,103.18,225.41,0.372,0.6802,2.1846,38.81,Aging
4848,10,36.61,35.29,27.9,86.85,112.16,190.5,0.2588,0.6874,1.6985,34.59,Aging
4849,1,49.45,56.88,59.58,45.13,40.15,497.47,0.8506,0.7948,12.3898,73.71,Fresh
4849,2,40.72,59.3,67.56,29.48,33.29,469.38,0.8675,0.7757,14.0988,74.42,Fresh
4849,3,59.77,65.07,61.53,48.68,56.83,530.93,0.8066,0.7817,9.3421,71.31,Fresh
4849,4,56.69,60.07,60.52,48.68,49.22,502,0.8214,0.7863,10.1995,71.19,Fresh
4849,5,56.78,59.24,49.3,39.44,33.77,519.59,0.8779,0.7953,15.3861,77.95,Fresh
4849,6,71.96,68.97,67.58,30.48,30.96,525.93,0.8888,0.7681,16.9853,79.74,Fresh
4849,7,65.75,70.25,62.51,32.7,37.22,486.32,0.8578,0.7476,13.0679,73.75,Fresh
4849,8,67.84,67.16,60.94,40.19,44.13,455.75,0.8234,0.7431,10.3267,69.04,Fresh
4849,9,59.83,67.75,64.4,8.14,7.74,514.48,0.9704,0.7673,66.4996,84.4,Fresh
4849,10,88.63,96.22,83.27,30.44,14.52,611.43,0.9536,0.7281,42.1104,87.71,Fresh
4850,1,27.7,38.98,36.98,84.95,120.93,175.02,0.1828,0.6357,1.4473,31.12,Spoiling
4850,2,36.56,44.95,37.27,121.84,143.26,167.13,0.0769,0.5761,1.1666,25.91,Spoiling
4850,3,13.03,18.07,17.67,100.04,144.54,113.02,-0.1224,0.7243,0.7819,22.57,Spoiling
4850,4,48.12,46.67,41.97,106.96,159.39,113.45,-0.1684,0.417,0.7118,16.56,Spoiling
4850,5,28.03,36.88,33.92,132.06,159.51,97.07,-0.2433,0.4494,0.6086,15.51,Spoiling
4850,6,16.71,29.23,23.77,116.83,135.81,107.34,-0.1171,0.572,0.7903,19.59,Spoiling
4850,7,34.8,33.61,32.11,130.99,147.47,116.97,-0.1153,0.5536,0.7932,19.01,Spoiling
4850,8,14.05,19.58,25.99,126.48,160.74,118.55,-0.1511,0.7165,0.7375,21.43,Spoiling
4850,9,28.64,23.75,25.47,113.01,132.33,167.31,0.1167,0.7514,1.2643,30.18,Spoiling
4850,10,47.46,35.89,41.1,166.3,166.62,150.26,-0.0516,0.6144,0.9018,21.17,Spoiling
4851,1,54.73,57.82,48.06,49.14,43.72,468.4,0.8293,0.7802,10.7145,70.26,Fresh
4851,2,36.75,40.41,30.98,47.82,63.32,435.94,0.7463,0.8303,6.8841,64.09,Fresh
4851,3,40.18,46.94,50.23,46.91,62.35,428.92,0.7462,0.8027,6.8788,63.49,Fresh
4851,4,69.01,65.88,59.08,47.64,58.78,414.16,0.7514,0.7255,7.0464,62.24,Fresh
4851,5,57.28,57.22,66.16,48.95,55.62,431.45,0.7716,0.7658,7.7571,64.54,Fresh
4851,6,42.96,55.31,48.4,56.59,64.22,408.24,0.7282,0.7614,6.3571,60.99,Fresh
4851,7,54.44,65.57,64.25,28.3,45.91,434.7,0.8089,0.7379,9.4684,67.24,Fresh
4851,8,44.6,53.31,51.72,73.25,57.44,403.75,0.7509,0.7667,7.0293,61.64,Fresh
4851,9,62.88,60.5,59.86,61.06,61.88,418.24,0.7422,0.7473,6.7589,61.86,Fresh
4851,10,32.06,35.94,39.71,46.91,57.26,214.05,0.5779,0.7125,3.7382,46.58,Fresh
4852,1,32.67,40.37,46.75,101.08,144.51,115.42,-0.1119,0.4817,0.7987,18.52,Spoiling
4852,2,28.12,33.13,42.17,117.35,141.38,90.2,-0.221,0.4628,0.638,16.42,Spoiling
4852,3,34.8,38.97,40.71,87.51,113.52,137.34,0.0949,0.5579,1.2098,26.35,Spoiling
4852,4,36.96,46.28,51.08,113.81,120.62,133.12,0.0493,0.4841,1.1036,23.12,Spoiling
4852,5,24.05,31.96,38.41,112.79,136.6,207.23,0.2054,0.7328,1.5171,33.47,Spoiling
4852,6,43.62,53.35,46.88,100.55,126.29,191.39,0.2049,0.564,1.5155,30.75,Spoiling
4852,7,22.34,25.17,25.12,105.5,140.97,153.63,0.043,0.7185,1.0899,27.32,Spoiling
4852,8,30.76,33.4,23.5,102.05,123.95,112.22,-0.0497,0.5413,0.9054,21.13,Spoiling
4852,9,39.64,46.71,48.04,83.96,124.66,164.29,0.1372,0.5572,1.3179,28.27,Spoiling
4852,10,13.1,14.2,24.5,116.58,121.38,130.82,0.0375,0.8042,1.0778,28.08,Spoiling
4853,1,26.6,34.69,32.84,102.34,124.89,117.73,-0.0295,0.5448,0.9427,21.83,Spoiling
4853,2,40.1,39.75,49.27,108.19,126.01,188.9,0.1997,0.6523,1.4991,31.7,Spoiling
4853,3,56.71,49.19,42.46,106.75,146.75,158.46,0.0383,0.5262,1.0797,24.1,Spoiling
4853,4,17.44,31.68,26.71,96.38,128.67,193.5,0.2012,0.7186,1.5038,33.17,Spoiling
4853,5,49.02,44.07,29.89,112.7,142.45,142.2,-0.0009,0.5268,0.9982,22.49,Spoiling
4853,6,19.33,25.66,16.92,87.39,122.19,179.41,0.1897,0.7498,1.4683,33.21,Spoiling
4853,7,31.7,31.45,30.49,80.55,115.54,196.95,0.2605,0.7246,1.7046,35.55,Spoiling
4853,8,48.26,44.04,49.49,84.92,113.1,219.44,0.3198,0.6657,1.9402,37.01,Spoiling
4853,9,32.63,35.71,42.42,106.35,116.16,186.42,0.2322,0.6785,1.6048,33.08,Spoiling
